N,P,K,temperature,humidity,ph,rainfall,label
2,76,21,28.704512,54.984562,7.0933,154.563016,pigeonpeas
69,59,19,18.715288,63.351616,6.818677,107.236601,maize
13,15,11,25.590649,92.408499,6.801316,119.723606,orange
4,19,43,21.217429,87.236025,6.933455,103.445966,pomegranate
15,30,15,12.869657,93.629844,6.103491,100.60384,orange
6,75,24,21.469804,69.522601,6.04986,45.246824,lentil
112,13,45,25.287968,84.078849,6.113945,46.761418,watermelon
19,41,23,27.726633,85.056967,6.093062,41.778892,mungbean
35,10,33,27.284902,93.282723,5.658239,155.085283,coconut
13,35,23,27.612489,86.349067,6.185769,41.763391,mungbean
18,26,31,26.461648,94.207602,6.206694,227.593467,coconut
9,55,24,24.762887,51.251466,5.659707,63.534423,mothbeans
35,58,19,24.40498,40.984796,7.173279,39.644755,mothbeans
50,69,47,38.112942,93.072405,6.839838,113.756122,papaya
26,19,26,25.563489,90.723106,6.243767,204.069388,coconut
81,55,44,22.226024,80.55026,5.45587,242.710779,rice
70,53,19,24.641759,62.943671,6.502128,70.249215,maize
103,11,54,26.331558,82.854053,6.84421,44.323964,watermelon
23,128,198,27.898126,83.405938,6.109195,73.53173,grapes
95,27,29,26.252874,57.122783,7.445651,196.807349,coffee
29,14,38,20.875715,87.176998,6.966021,101.306344,pomegranate
3,19,45,18.543987,90.323602,6.303364,103.928391,pomegranate
26,63,79,18.904073,16.25533,6.486191,78.783403,chickpea
82,53,16,25.970671,74.495863,6.475489,69.977123,maize
36,28,27,36.217267,52.574691,6.329263,86.275421,mango
23,16,36,19.600695,93.824951,6.020122,107.527271,pomegranate
10,42,16,27.735816,82.979772,6.134639,62.770657,mungbean
132,40,17,23.360901,78.181325,6.934792,99.453699,cotton
30,44,19,31.67365,82.508791,6.180671,54.613578,mungbean
71,55,17,21.641761,55.232411,5.60867,79.624678,maize
38,66,25,16.407115,19.41411,5.592112,140.459074,kidneybeans
24,72,23,33.253408,68.436806,6.107805,143.73452,pigeonpeas
65,43,41,23.748714,86.012473,7.458235,160.73797,jute
101,19,25,25.115567,52.744345,6.240773,153.845532,coffee
102,59,23,23.960446,75.865874,6.388668,97.938188,cotton
61,47,44,24.446361,88.649008,6.945913,196.707767,jute
109,46,25,25.401812,76.452329,5.544671,106.676216,cotton
7,52,17,25.74566,61.851794,5.097881,33.162367,mothbeans
87,11,53,25.394549,85.375231,6.995159,43.991093,watermelon
100,80,52,27.104483,84.614176,6.099278,114.224338,banana
7,60,24,32.249578,66.32914,6.776146,155.687084,pigeonpeas
74,36,20,25.070287,73.555046,6.992362,68.694762,maize
33,128,197,20.252672,82.017684,6.244049,70.032192,grapes
31,26,33,33.183463,46.130997,4.890829,78.111012,mango
96,55,41,26.100224,84.01836,5.37314,289.2559,rice
23,142,204,21.804304,90.076831,5.926444,115.154838,apple
102,94,49,26.634711,81.066893,6.430449,115.107835,banana
109,40,28,27.164989,63.952696,7.03708,166.29178,coffee
32,43,17,24.677507,51.667328,6.585645,62.045436,mothbeans
8,125,195,21.203831,93.744588,6.294163,105.061689,apple
34,35,25,28.883382,83.392407,6.093647,52.154341,mungbean
115,54,24,25.019727,77.271264,6.832462,79.379083,cotton
2,11,29,28.652831,96.243355,5.737621,185.29434,coconut
86,82,52,29.334276,81.262593,6.169054,93.788504,banana
108,49,23,25.072991,83.02992,6.818985,106.884105,cotton
36,121,202,23.035177,94.765555,5.554134,114.921422,apple
33,18,39,18.625379,89.377815,6.230735,102.911965,pomegranate
103,16,30,26.047602,53.825863,6.409994,182.017367,coffee
52,66,77,17.53392,14.483609,7.319848,79.893835,chickpea
33,14,6,26.842791,90.038798,6.950586,103.856038,orange
38,56,19,33.263903,67.014991,6.689015,66.377538,blackgram
123,56,17,25.138041,80.961628,6.840012,68.59852,cotton
24,56,78,19.428376,17.280184,6.079868,76.72718,chickpea
96,57,38,24.619888,84.086111,6.110402,252.965058,rice
98,46,43,26.767642,87.539777,6.313001,174.801495,jute
47,47,45,37.604988,92.192144,6.776108,157.108862,papaya
38,62,16,29.381847,54.945951,6.445514,119.414223,pigeonpeas
100,25,33,26.818022,52.679974,6.132779,195.407697,coffee
89,9,47,26.155381,87.70089,6.462328,47.14087,watermelon
34,57,78,17.27045,18.802139,6.08428,81.200357,chickpea
64,50,45,20.980588,82.591648,6.754746,274.076862,rice
36,27,13,24.086762,90.600014,7.063943,107.135925,orange
56,73,21,32.978047,68.643663,6.685332,76.877709,blackgram
120,71,52,27.21368,84.489162,5.746,105.962605,banana
84,8,50,24.060035,82.52855,6.517401,40.149612,watermelon
35,67,16,25.368696,62.141506,7.205322,112.382002,pigeonpeas
112,52,21,23.745157,80.399482,5.796377,81.535831,cotton
61,51,39,25.690595,81.773834,6.335248,192.360474,jute
105,21,26,23.002771,62.166388,6.543223,187.615549,coffee
34,35,24,27.066144,85.117805,7.154164,63.369888,mungbean
112,83,48,25.30804,76.624984,6.395034,110.580727,banana
14,50,20,29.091948,83.578112,6.890671,54.389836,mungbean
62,59,38,26.493478,77.775902,6.17865,154.02216,jute
18,140,202,27.70314,83.638222,5.518032,70.570476,grapes
8,27,32,34.704118,49.996184,5.263036,94.212277,mango
96,18,45,27.505544,90.152118,6.328147,29.081896,muskmelon
10,138,196,23.820394,90.965075,6.382742,120.23683,apple
126,44,18,24.309597,84.335019,5.552473,98.46156,cotton
103,17,48,26.148494,81.354188,6.291294,41.447106,watermelon
112,26,26,25.168635,59.145996,6.826416,155.279136,coffee
8,63,16,25.86612,60.397971,6.597682,70.439356,lentil
16,24,14,20.337428,92.117929,7.405254,118.85544,orange
96,59,19,24.476129,68.10484,6.326286,64.349338,maize
49,51,52,34.876851,90.387429,6.581314,121.490347,papaya
27,17,41,23.186182,91.618603,6.35553,108.088585,pomegranate
62,48,53,24.435386,90.062963,6.949112,162.081236,papaya
28,20,25,29.011365,46.786289,5.34437,77.553485,mango
29,80,22,20.923378,67.985558,6.107029,67.324476,lentil
62,53,53,38.937571,91.485403,6.713276,79.050224,papaya
131,46,24,22.60293,77.788376,5.640239,70.543892,cotton
24,67,19,19.300804,68.75933,6.78316,45.884133,lentil
121,45,25,23.340197,82.785458,6.783124,81.780325,cotton
17,16,42,24.934499,87.778911,6.498189,103.295304,pomegranate
38,29,33,26.819125,90.726839,6.068819,190.28133,coconut
77,53,16,18.883793,62.092443,5.930858,74.815406,maize
82,42,43,21.309306,81.618396,5.850873,250.761038,rice
73,43,41,23.734252,75.697773,6.624948,167.681893,jute
17,46,22,28.594301,56.680308,8.473115,63.110149,mothbeans
6,31,32,36.319127,47.788719,6.875528,66.89788,mango
24,125,198,18.471443,83.831341,6.354617,67.304948,grapes
128,50,16,25.852459,76.228756,5.882323,100.681394,cotton
1,9,31,28.516705,92.024786,6.168259,156.42287,coconut
67,37,19,22.595785,71.836576,5.709659,99.763366,maize
87,7,51,27.282631,93.771412,6.020511,22.493758,muskmelon
105,20,48,29.109095,91.113018,6.2612,25.119021,muskmelon
36,18,11,27.703683,94.163793,6.243022,116.201386,orange
22,39,18,29.310596,64.132568,3.822667,64.519216,mothbeans
2,36,20,30.227861,80.455852,7.418956,61.054134,mungbean
108,47,20,22.073737,76.479547,6.067232,94.186535,cotton
13,21,13,33.419349,94.015621,6.853348,112.698285,orange
27,17,34,32.684722,48.637255,6.391346,72.720964,mango
61,37,42,20.498321,81.594878,6.689751,202.327194,rice
76,47,18,24.989417,74.681669,6.65241,80.888339,maize
9,71,17,24.11173,63.921684,6.686584,100.493921,pigeonpeas
15,27,28,28.418444,47.138012,4.763784,85.492087,mango
47,67,78,20.47562,17.423658,5.575968,92.928461,chickpea
100,20,26,23.857161,69.687626,6.70282,193.367275,coffee
39,13,6,23.639064,94.289787,7.356121,105.921642,orange
20,26,29,29.313487,46.363711,4.991721,66.659972,mango
6,138,199,23.070972,80.547867,6.00677,66.265453,grapes
63,40,35,22.277312,81.943386,5.542698,282.873751,rice
89,92,45,26.006996,84.590242,6.113402,97.850141,banana
95,54,37,25.77608,82.052658,6.276803,163.660175,jute
88,87,49,27.078874,79.691775,5.867709,93.018599,banana
2,67,24,20.002471,60.577629,5.729013,162.069109,pigeonpeas
16,10,12,13.176407,90.519369,7.42029,104.17674,orange
51,77,80,20.147614,15.892441,7.220337,78.128094,chickpea
89,13,50,25.614979,85.650738,6.948705,49.022456,watermelon
2,69,21,25.832737,62.556662,6.364566,69.528819,lentil
63,47,45,26.078401,89.241508,7.169452,193.744098,jute
5,63,17,22.467685,62.546638,6.488951,54.259276,lentil
21,122,197,21.943282,90.429869,6.343332,117.950155,apple
111,32,34,27.696092,61.599666,6.356203,169.931448,coffee
24,53,20,28.133863,86.66522,6.120159,51.045843,mungbean
39,68,15,15.309558,20.715907,5.580012,62.101689,kidneybeans
88,38,42,24.11995,70.576027,6.622246,171.677155,jute
65,53,55,26.311462,92.581699,6.896422,130.854921,papaya
52,71,76,18.35307,19.568502,6.061539,76.165011,chickpea
36,25,8,23.62521,91.119486,6.887833,109.684261,orange
98,8,48,24.127003,86.335353,6.248536,43.041553,watermelon
107,16,50,29.682164,94.681714,6.807371,26.355935,muskmelon
95,48,20,24.390266,74.958682,6.026068,98.359414,maize
111,42,17,24.836495,75.847595,6.612413,94.671292,cotton
9,64,19,19.30556,44.782968,5.892716,169.501153,pigeonpeas
128,60,19,24.498235,84.629759,6.747302,83.177611,cotton
36,21,26,25.676893,91.556761,6.130422,206.187262,coconut
6,44,21,29.851435,82.101072,7.113407,40.629977,mungbean
26,60,24,22.230351,67.226836,6.319225,71.706908,lentil
90,24,35,24.871322,65.216033,6.679088,189.667241,coffee
17,38,21,31.507857,56.544443,3.99154,37.73331,mothbeans
89,37,40,26.310685,79.024306,6.223635,199.251692,jute
105,40,17,24.227563,82.870567,5.971472,64.233491,cotton
15,5,37,23.463298,87.011752,6.080063,104.744532,pomegranate
13,71,17,18.273247,60.574135,6.371229,173.853289,pigeonpeas
11,6,33,29.319334,95.962311,6.074434,213.180825,coconut
34,66,51,43.177967,93.350927,6.587587,139.494506,papaya
86,40,38,23.527084,77.65934,6.305473,182.199898,jute
12,29,26,28.912892,49.074053,6.842373,76.31756,mango
97,59,20,21.793714,72.240853,6.766824,75.955024,maize
74,53,40,24.87698,80.226491,6.954522,183.00013,jute
125,56,20,23.507973,84.218455,5.554378,102.806511,cotton
85,19,53,24.541965,84.065678,6.355622,47.910041,watermelon
23,74,20,18.229959,30.361539,5.571088,191.881348,pigeonpeas
84,35,26,25.976867,56.854808,6.338968,181.973422,coffee
22,13,42,19.632313,93.64403,6.309369,106.941317,pomegranate
111,23,31,26.578196,67.780842,7.253681,180.415451,coffee
4,37,18,31.044132,88.754887,6.453699,61.467453,mungbean
65,60,53,28.22285,93.390913,6.951097,121.003789,papaya
106,17,53,25.480528,82.053682,6.737228,46.997131,watermelon
17,69,22,31.340776,36.867756,6.000338,135.31539,pigeonpeas
95,12,45,26.91172,87.160631,6.323194,43.186973,watermelon
62,49,19,24.967753,69.281739,6.702592,76.97251,maize
32,24,31,29.456316,46.092794,6.485961,67.969059,mango
18,127,199,22.755287,81.147467,5.76858,73.610629,grapes
40,44,19,29.003521,81.151462,7.32491,50.370641,mungbean
82,57,19,24.452489,68.175667,6.538415,102.459783,maize
42,65,24,27.039946,68.264646,6.836533,66.365258,blackgram
9,125,197,23.108645,91.144936,6.026642,111.288659,apple
120,59,22,24.922171,75.463533,6.324505,83.349573,cotton
7,14,45,21.521508,85.829146,6.620001,103.40223,pomegranate
84,39,17,25.755299,60.162669,6.485105,76.259503,maize
25,29,10,30.437456,92.538921,6.99168,118.60847,orange
6,58,25,18.263782,68.026974,6.788035,50.402494,lentil
23,27,35,28.376773,95.489387,5.503511,143.601768,coconut
49,80,80,19.570261,16.527488,7.090443,88.569549,chickpea
39,59,80,20.399901,18.014134,6.655739,77.352966,chickpea
42,72,20,34.902852,66.113417,6.556461,84.303801,blackgram
32,78,24,36.242576,50.858386,7.431924,173.304123,pigeonpeas
68,40,15,21.776536,66.296823,5.598563,98.776381,maize
31,137,196,28.896415,81.766189,6.444985,66.416114,grapes
41,78,75,17.48844,16.713194,7.834688,74.484683,chickpea
112,14,53,27.998019,94.157083,6.274572,25.460988,muskmelon
7,60,22,21.840193,65.060447,6.162511,73.5911,lentil
32,58,78,17.249167,17.056533,7.991742,89.419108,chickpea
92,20,48,27.607971,92.210771,6.056841,29.784945,muskmelon
41,52,46,25.395056,91.738359,6.881428,167.673945,papaya
5,7,5,25.718631,93.148363,7.973827,107.960863,orange
33,63,16,28.667983,60.994947,7.149894,89.156857,blackgram
59,70,46,24.035132,93.471779,6.916113,217.733244,papaya
97,23,29,26.014224,69.996103,6.739489,160.424724,coffee
17,33,32,35.332713,47.49959,6.023821,82.555844,mango
19,14,9,33.223668,94.553759,7.431353,117.693648,orange
92,19,54,28.674695,91.623995,6.29339,20.33418,muskmelon
30,68,20,20.951317,18.069467,5.732048,146.714932,kidneybeans
16,122,196,26.815074,82.397454,5.918759,69.318437,grapes
43,62,47,31.81275,90.940873,6.504152,243.712046,papaya
16,69,21,18.20363,69.603668,6.044588,45.007168,lentil
25,120,202,23.342142,91.995708,5.947942,121.282055,apple
14,53,21,28.305812,86.949531,6.851086,59.90609,mungbean
94,50,42,20.144091,84.849549,6.664885,221.233911,rice
14,51,15,30.450234,83.161013,6.083611,55.245319,mungbean
1,15,15,12.51734,92.118466,6.6143,118.101762,orange
34,138,197,17.90572,81.265169,6.476071,67.568316,grapes
74,54,45,24.485736,86.588004,6.286188,190.358989,jute
23,142,200,23.78047,91.072291,5.574159,122.286347,apple
37,25,28,29.911323,97.086204,5.562449,143.164464,coconut
24,16,34,32.298091,51.693484,6.578935,69.509319,mango
117,32,30,23.464297,65.814962,6.113217,153.430049,coffee
15,24,10,27.602142,91.30058,7.88381,110.60177,orange
100,42,16,22.411234,75.774873,6.389889,69.467386,cotton
13,56,16,30.525205,87.419777,7.016585,46.307868,mungbean
7,47,18,29.086974,83.768669,7.313857,62.632475,mungbean
19,139,198,24.615723,83.968064,6.18665,73.413568,grapes
22,74,20,15.965345,19.693257,5.506202,102.189117,kidneybeans
17,48,16,27.438941,81.718295,6.777116,45.349867,mungbean
103,6,54,27.422311,91.124484,6.558134,27.64093,muskmelon
113,12,46,29.358548,91.88475,6.100367,26.33779,muskmelon
50,67,17,34.672712,67.15125,7.435702,75.677626,blackgram
17,134,198,29.408674,82.575082,5.832818,72.548725,grapes
33,63,50,41.918226,91.564728,6.787081,145.158608,papaya
17,17,42,20.984228,88.337042,6.316469,107.739951,pomegranate
118,13,52,25.233142,83.551318,6.407164,44.091966,watermelon
111,8,46,29.027435,92.799416,6.789674,27.388051,muskmelon
83,13,48,27.464825,94.245173,6.5216,29.332764,muskmelon
112,7,52,28.306308,91.473245,6.050019,24.872496,muskmelon
98,37,44,24.217774,80.002962,6.633528,158.591728,jute
39,122,201,22.505855,92.690398,6.162186,102.904519,apple
33,16,12,16.739042,90.500847,6.704862,108.059456,orange
91,7,46,24.87367,86.141837,6.80432,48.992503,watermelon
83,34,26,27.405946,56.08409,6.98159,174.375114,coffee
99,36,28,24.333298,69.697319,7.366704,151.449637,coffee
35,22,8,23.588359,94.202679,7.766737,103.207878,orange
118,75,54,28.522468,79.538466,6.040611,115.488005,banana
21,72,22,33.363786,69.744393,7.463403,66.631919,blackgram
1,138,204,23.182321,92.919166,6.171304,124.754795,apple
7,11,30,26.16525,95.886437,6.423176,207.328043,coconut
60,58,53,32.17864,90.619403,6.782221,239.983291,papaya
39,37,28,32.877954,53.472967,5.603186,65.538736,mango
113,82,50,26.523805,76.818085,5.58591,111.423574,banana
16,43,15,30.612409,60.024518,4.168509,48.842869,mothbeans
0,6,7,12.857282,92.666691,7.71599,114.735004,orange
45,69,51,30.234539,93.128336,6.955206,97.538026,papaya
107,44,23,24.631114,80.811224,6.294849,102.172022,cotton
66,41,37,21.305969,81.425476,5.346747,289.676542,rice
118,73,53,26.324082,84.335931,6.21996,112.614411,banana
36,37,19,24.801965,40.414812,7.735,50.122472,mothbeans
4,66,17,26.404175,67.588681,6.105797,57.714895,lentil
115,18,54,28.62506,93.232009,6.545363,20.512063,muskmelon
8,19,32,27.660599,94.342367,5.887333,215.752259,coconut
88,80,50,26.774976,78.207122,6.463916,109.24739,banana
47,66,79,17.708599,18.155756,7.595288,93.338427,chickpea
32,76,21,16.469627,23.677866,5.817977,94.934914,kidneybeans
13,74,18,24.764845,62.049792,6.741995,41.829769,lentil
24,61,23,24.811925,23.552,5.926892,81.777942,kidneybeans
102,22,33,26.359939,69.414563,6.382189,174.289206,coffee
85,89,54,29.736534,78.690177,5.635517,105.551989,banana
110,13,51,28.507919,92.459057,6.171789,22.787137,muskmelon
31,6,43,20.993684,90.960639,6.089652,103.373591,pomegranate
26,135,203,21.921068,94.352054,5.859445,123.167688,apple
38,6,32,29.793933,98.622717,5.667893,169.413828,coconut
16,57,23,24.989221,61.865901,6.188232,46.448703,lentil
52,58,53,43.616272,92.055213,6.881695,60.950231,papaya
34,58,16,27.084781,41.775872,4.849076,31.468289,mothbeans
36,73,17,28.666789,63.909174,7.464685,88.866659,blackgram
26,29,33,27.130004,96.447168,5.677071,190.446997,coconut
27,59,75,19.945608,17.982827,6.686577,90.325113,chickpea
70,45,43,24.970996,87.78428,6.519599,168.466508,jute
34,48,51,30.242673,90.174529,6.770821,121.447471,papaya
39,70,19,19.576996,19.462179,5.684354,93.283193,kidneybeans
32,80,23,25.470709,53.625513,6.483043,98.63014,pigeonpeas
10,12,11,19.948932,93.37337,6.111277,102.478784,orange
31,79,16,18.656807,19.577669,5.597917,72.672265,kidneybeans
15,143,199,22.155277,92.230572,6.064818,111.762627,apple
27,17,29,36.638177,50.389809,5.219699,68.608129,mango
95,11,49,29.395488,92.620188,6.5721,28.530136,muskmelon
85,46,36,24.957323,86.266867,6.148129,153.479592,jute
39,15,30,30.333678,49.491234,5.926661,78.067675,mango
113,11,46,24.184517,80.513344,6.38015,43.372378,watermelon
75,37,43,23.90883,82.12111,6.812709,211.119748,rice
97,44,42,24.768415,83.10465,6.510476,166.127962,jute
3,20,33,27.219865,53.16878,4.534873,84.713565,mango
39,71,23,31.586903,53.726329,4.660044,140.024078,pigeonpeas
21,75,19,23.221799,23.952436,5.605997,119.161813,kidneybeans
58,57,17,34.607463,65.375401,6.021295,71.4408,blackgram
55,68,20,26.067118,66.49556,7.301999,85.704647,blackgram
89,83,53,28.506467,82.890406,5.850976,102.139612,banana
15,67,21,29.354243,65.797714,6.540217,41.761303,lentil
23,60,19,17.950407,21.402003,5.7886,63.936517,kidneybeans
96,75,50,29.540418,83.043744,5.56583,110.777184,banana
24,135,197,17.469271,83.920208,5.893719,67.274217,grapes
21,64,19,33.742556,61.571714,5.423387,190.516729,pigeonpeas
8,77,16,25.878752,69.069855,6.168749,73.891444,lentil
5,18,39,22.623288,89.708164,6.19893,106.016866,pomegranate
110,50,20,25.129767,78.092561,6.464768,104.110621,cotton
52,70,79,17.823365,14.671518,6.174374,66.712606,chickpea
76,44,16,23.787361,64.917515,5.621569,71.00916,maize
32,145,198,22.397517,94.685725,5.667042,117.94114,apple
27,78,18,28.720823,67.598237,6.508235,88.801561,blackgram
1,121,202,21.272039,93.981501,5.931733,111.324953,apple
32,16,35,28.303517,52.960685,5.486938,79.766485,mango
89,81,51,28.849868,76.039594,6.462365,116.70662,banana
13,138,203,22.92538,94.946666,5.772548,121.874737,apple
107,49,25,23.163834,82.943523,6.235718,61.990284,cotton
85,39,44,26.6775,84.574322,5.740317,201.545662,rice
43,80,17,31.812821,67.159847,6.910987,67.214458,blackgram
100,19,50,28.462795,92.891646,6.68923,21.068834,muskmelon
86,16,50,26.348803,87.462549,6.604613,46.863666,watermelon
87,16,31,25.72286,54.104679,7.042994,187.055352,coffee
94,10,50,25.002409,81.073611,6.145629,40.33438,watermelon
94,54,37,26.07213,70.252852,6.32587,153.256862,jute
39,70,79,17.699355,17.015396,6.496658,69.39122,chickpea
62,49,36,26.983426,87.945932,6.031621,192.932479,jute
34,36,16,31.8174,81.080446,6.717737,54.639093,mungbean
8,128,200,21.61586,83.019761,5.829354,66.382321,grapes
97,59,38,23.851403,71.610331,6.842697,150.68022,jute
36,48,23,29.148367,87.498599,7.369562,54.303074,mungbean
39,132,202,21.482843,90.921841,5.943076,104.143725,apple
14,143,196,28.430236,80.017438,6.424651,66.125041,grapes
0,13,27,29.856094,97.272423,5.849653,148.356058,coconut
12,49,19,25.281805,44.27341,6.176127,57.864149,mothbeans
69,59,17,19.456943,70.79397,6.488062,84.909786,maize
31,30,28,27.055204,91.656201,5.704073,202.40555,coconut
32,8,37,22.732651,89.050011,6.931544,100.890097,pomegranate
66,38,36,23.456459,74.810241,6.460003,198.078949,jute
80,74,51,28.571938,84.166431,6.205497,110.153378,banana
32,74,20,19.262803,60.660602,6.251141,176.015597,pigeonpeas
44,72,19,32.010976,64.107315,6.756956,65.183826,blackgram
80,36,38,26.357861,81.197809,5.28979,248.945276,rice
28,61,16,21.140405,30.079685,6.656219,170.564115,pigeonpeas
3,28,35,33.932095,45.709162,4.973402,88.139694,mango
1,11,39,21.804391,85.727363,6.790131,102.177808,pomegranate
29,120,201,33.31886,81.151736,5.685526,71.516798,grapes
8,136,204,22.993275,94.343786,6.036555,118.796906,apple
20,71,20,29.455178,69.669685,6.856799,86.585789,blackgram
35,11,10,13.314555,91.975382,6.354271,107.272555,orange
84,42,18,21.275293,66.040944,6.15419,74.723288,maize
120,16,29,25.260468,56.012639,6.857027,157.498851,coffee
120,12,47,28.539208,94.070084,6.77686,27.885818,muskmelon
30,77,20,22.022588,24.949718,5.565745,84.725837,kidneybeans
28,124,198,31.214609,83.788682,5.635933,69.976496,grapes
17,55,23,19.311872,48.970201,6.182035,159.12691,pigeonpeas
101,15,32,25.118451,60.217047,6.321174,177.589111,coffee
5,22,7,31.439692,90.292954,6.430964,119.971205,orange
91,86,52,29.354838,78.423341,6.269772,106.840675,banana
35,25,30,27.492997,45.023475,5.112,85.417493,mango
9,125,204,32.053323,83.099534,5.892735,70.043807,grapes
13,76,24,19.190852,60.907209,6.262695,70.616812,lentil
